model,train_seasons,eval_season,season_type,accuracy,auc_roc,log_loss,brier_score,n_train,n_eval,updated_at
GAM (PyGAM),2020-21 to 2024-25,2025-26,regular,0.6270483438301843,0.6534123775047004,0.6435925922163329,0.2268454560923413,1063152,137184,2026-02-06T08:10:36
