player,avg_xFG,actual_fg_pct,makes,attempts,avg_residual,residual_fg_pct
Isaiah Stewart,0.5332389100254117,0.5400593471810089,182,337,0.006820437155597178,0.006820437155597214
Jalen Duren,0.6232990875420145,0.6300211416490487,298,473,0.006722054107034153,0.006722054107034192
Andrew Wiggins,0.46502482673310086,0.4717285945072698,292,619,0.006703767774168871,0.006703767774168923
Julius Randle,0.4829537527339992,0.48867699642431467,410,839,0.005723243690315417,0.00572324369031546
Julian Champagnie,0.41868474772690156,0.42437923250564336,188,443,0.005694484778741783,0.005694484778741793
Zion Williamson,0.5754338351652072,0.581081081081081,301,518,0.005647245915873922,0.005647245915873844
Quinten Post,0.4303803419125701,0.4358974358974359,153,351,0.005517093984865834,0.0055170939848658285
Devin Vassell,0.41443161682748303,0.4199134199134199,194,462,0.0054818030859369316,0.005481803085936876
Jrue Holiday,0.4302228693635041,0.4355400696864111,125,287,0.0053172003229070295,0.005317200322907001
Jalen Smith,0.48355219876536515,0.4878048780487805,160,328,0.0042526792834153525,0.004252679283415328
Jarrett Allen,0.6011299858248266,0.6049723756906077,219,362,0.0038423898657811975,0.003842389865781115
LeBron James,0.5023025250134298,0.5056179775280899,270,534,0.0033154525146600845,0.0033154525146601443
Myles Turner,0.4352591409882761,0.43829787234042555,206,470,0.00303873135214946,0.0030387313521494375
Kobe Sanders,0.44462527208645236,0.4475806451612903,111,248,0.0029553730748379616,0.0029553730748379525
Bub Carrington,0.39685106114934715,0.3995381062355658,173,433,0.002687045086218673,0.0026870450862186424
Cooper Flagg,0.48291948963950604,0.48548812664907653,368,758,0.002568637009570473,0.002568637009570496
Harrison Barnes,0.43746532208617683,0.43914081145584727,184,419,0.0016754893696704731,0.0016754893696704354
Franz Wagner,0.4805616342347647,0.48175182481751827,198,411,0.0011901905827535093,0.0011901905827535475
Khris Middleton,0.4321645822389891,0.43333333333333335,130,300,0.001168751094344178,0.0011687510943442225
Kyle Kuzma,0.490504095971234,0.4915254237288136,232,472,0.0010213277575795165,0.001021327757579571
RJ Barrett,0.47873836256645247,0.4793187347931874,197,411,0.0005803722267348839,0.0005803722267349043
Aaron Wiggins,0.4518314893152062,0.4523076923076923,147,325,0.00047620299248613934,0.00047620299248607445
Gary Trent Jr.,0.38791395735820416,0.3877551020408163,133,343,-0.00015885531738777902,-0.00015885531738785152
Oso Ighodaro,0.6190617226372005,0.6188118811881188,125,202,-0.00024984144908166936,-0.00024984144908168915
Peyton Watson,0.4967378882023819,0.49624060150375937,264,532,-0.000497286698622501,-0.0004972866986225344
Lauri Markkanen,0.47802205528376207,0.47748976807639837,350,733,-0.0005322872073637002,-0.0005322872073637019
Deni Avdija,0.4672257087143244,0.4666666666666667,343,735,-0.000559042047657707,-0.0005590420476577207
Tari Eason,0.4675377991891319,0.46691176470588236,127,272,-0.0006260344832495768,-0.000626034483249549
Paul George,0.42491524088026583,0.423728813559322,150,354,-0.0011864273209437849,-0.001186427320943817
Nickeil Alexander-Walker,0.4421180765675212,0.44084682440846823,354,803,-0.001271252159053004,-0.0012712521590529935
Coby White,0.44109012005895704,0.43765903307888043,172,393,-0.0034310869800766573,-0.003431086980076603
Tobias Harris,0.4620031295413615,0.4584450402144772,171,373,-0.003558089326884341,-0.0035580893268843394
Cade Cunningham,0.4630605241912333,0.45930232558139533,395,860,-0.00375819860983793,-0.0037581986098379483
James Harden,0.42328224902112904,0.41893644617380027,323,771,-0.004345802847328793,-0.004345802847328772
Victor Wembanyama,0.5135348079836674,0.5091210613598673,307,603,-0.004413746623800026,-0.004413746623800008
Keegan Murray,0.433870566352957,0.42857142857142855,111,259,-0.005299137781528448,-0.005299137781528462
Klay Thompson,0.3902615647436195,0.38461538461538464,190,494,-0.0056461801282348765,-0.005646180128234868
Jake LaRavia,0.4730945554897198,0.46703296703296704,170,364,-0.006061588456752773,-0.006061588456752753
D'Angelo Russell,0.41147284599554407,0.4051724137931034,94,232,-0.006300432202440626,-0.006300432202440642
Bennedict Mathurin,0.4395986705720013,0.4329608938547486,155,358,-0.0066377767172527335,-0.006637776717252686
Cedric Coward,0.4743942986612874,0.46774193548387094,232,496,-0.006652363177416404,-0.006652363177416465
Daniss Jenkins,0.4364745211537458,0.4295774647887324,122,284,-0.006897056365013405,-0.006897056365013421
Rudy Gobert,0.7031443043854012,0.6956521739130435,224,322,-0.0074921304723576665,-0.00749213047235775
Scottie Barnes,0.5107441143065166,0.5032341526520052,389,773,-0.007509961654511407,-0.0075099616545113435
Toumani Camara,0.4396146578608551,0.4316546762589928,240,556,-0.007959981601862298,-0.007959981601862287
Caris LeVert,0.44055662426805237,0.43243243243243246,96,222,-0.008124191835619948,-0.00812419183561991
Jabari Smith Jr.,0.4459745243894177,0.4371941272430669,268,613,-0.008780397146350854,-0.008780397146350816
De'Anthony Melton,0.43637877429234523,0.4274193548387097,106,248,-0.008959419453635542,-0.008959419453635542
Russell Westbrook,0.43705753594942354,0.4279141104294479,279,652,-0.009143425519975658,-0.009143425519975656
Kentavious Caldwell-Pope,0.42334513084036784,0.41420118343195267,140,338,-0.009143947408415173,-0.009143947408415176
Brandon Miller,0.44027151322839125,0.43106457242582896,247,573,-0.009206940802562277,-0.009206940802562291
Alperen Sengun,0.5052585882008944,0.49572649572649574,348,702,-0.009532092474398651,-0.009532092474398679
LaMelo Ball,0.41495172011988435,0.40486409155937053,283,699,-0.010087628560513809,-0.010087628560513817
Jordan Clarkson,0.4423267780429331,0.4322250639386189,169,391,-0.010101714104314137,-0.010101714104314152
Jay Huff,0.47825960964494363,0.4668587896253602,162,347,-0.011400820019583403,-0.011400820019583424
Domantas Sabonis,0.5545181496200646,0.5429864253393665,120,221,-0.011531724280698128,-0.011531724280698152
Moussa Diabaté,0.6510664763686701,0.639344262295082,156,244,-0.01172221407358813,-0.011722214073588089
Kristaps Porziņģis,0.4693476477261423,0.45714285714285713,96,210,-0.012204790583285195,-0.012204790583285163
Tyler Kolek,0.4330028594732516,0.4205607476635514,90,214,-0.012442111809700227,-0.01244211180970023
Javonte Green,0.470188228609019,0.45692883895131087,122,267,-0.013259389657708147,-0.01325938965770812
Josh Giddey,0.47503174742005094,0.46170212765957447,217,470,-0.013329619760476464,-0.013329619760476474
Kyle Filipowski,0.4978261399125304,0.4842105263157895,184,380,-0.01361561359674092,-0.013615613596740905
Wendell Carter Jr.,0.5149990516157836,0.5012224938875306,205,409,-0.013776557728253048,-0.013776557728253036
Derrick White,0.40270583992401454,0.38809831824062097,300,773,-0.014607521683393593,-0.014607521683393576
Luguentz Dort,0.41407844101361313,0.39937106918238996,127,318,-0.014707371831223188,-0.01470737183122317
Quentin Grimes,0.45342155981798704,0.43820224719101125,195,445,-0.015219312626975793,-0.01521931262697579
Cole Anthony,0.4397351684409341,0.42424242424242425,98,231,-0.015492744198509833,-0.015492744198509822
Marcus Smart,0.4205967129252566,0.40445859872611467,127,314,-0.016138114199141886,-0.016138114199141906
Keon Ellis,0.4133551329937328,0.397196261682243,85,214,-0.016158871311489773,-0.016158871311489797
De'Andre Hunter,0.43145856985858994,0.4151696606786427,208,501,-0.01628890917994723,-0.016288909179947242
Dennis Schröder,0.4231197594366445,0.4059633027522936,177,436,-0.017156456684350868,-0.017156456684350896
Dominick Barlow,0.5698652907548735,0.5524193548387096,137,248,-0.017445935916163866,-0.017445935916163835
Walter Clayton Jr.,0.41889041443027664,0.40074906367041196,107,267,-0.01814135075986467,-0.01814135075986467
Dean Wade,0.4354431880893048,0.4166666666666667,85,204,-0.01877652142263816,-0.018776521422638137
Shaedon Sharpe,0.4748981953215689,0.4557260920897285,386,847,-0.019172103231840487,-0.01917210323184043
GG Jackson,0.5056391092217789,0.48514851485148514,98,202,-0.020490594370293793,-0.02049059437029377
Ja'Kobe Walter,0.45614619689196406,0.4351851851851852,94,216,-0.02096101170677888,-0.020961011706778887
Miles Bridges,0.4685716160957919,0.4457831325301205,333,747,-0.022788483565671452,-0.022788483565671425
Kevin Porter Jr.,0.47193942421546015,0.4491017964071856,150,334,-0.022837627808274513,-0.02283762780827453
Matas Buzelis,0.49910971964768963,0.47627118644067795,281,590,-0.02283853320701166,-0.02283853320701168
Alex Sarr,0.5194525153291574,0.49644128113879005,279,562,-0.023011234190367366,-0.023011234190367325
Cam Thomas,0.4231105545576499,0.39935064935064934,123,308,-0.02375990520700051,-0.023759905207000553
Simone Fontecchio,0.42091373060741294,0.39714285714285713,139,350,-0.02377087346455581,-0.02377087346455581
Brook Lopez,0.3991955301875968,0.37453183520599254,100,267,-0.024663694981604235,-0.024663694981604256
Caleb Love,0.4159500424018103,0.3912087912087912,178,455,-0.02474125119301916,-0.02474125119301912
Nic Claxton,0.6060946323948042,0.5811138014527845,240,413,-0.024980830942019725,-0.02498083094201975
Terance Mann,0.47629711919773876,0.45112781954887216,120,266,-0.025169299648866574,-0.025169299648866605
Justin Champagnie,0.525471450663029,0.5,135,270,-0.02547145066302904,-0.025471450663029027
Bruce Brown,0.49051058983298024,0.4648318042813456,152,327,-0.025678785551634664,-0.025678785551634664
Will Riley,0.4471041337651845,0.4206008583690987,98,233,-0.02650327539608572,-0.026503275396085768
Draymond Green,0.438738468490373,0.41214057507987223,129,313,-0.02659789341050081,-0.026597893410500784
Brandon Williams,0.48920316162087424,0.46246973365617433,191,413,-0.02673342796469991,-0.026733427964699907
Tristan da Silva,0.45640784129619016,0.42939481268011526,149,347,-0.027013028616074897,-0.027013028616074908
Paolo Banchero,0.48984405423183125,0.4625199362041467,290,627,-0.02732411802768456,-0.02732411802768453
Jaylen Wells,0.4372593625772603,0.4090909090909091,207,506,-0.028168453486351216,-0.028168453486351164
Jalen Williams,0.4987130376854776,0.47023809523809523,158,336,-0.028474942447382363,-0.028474942447382356
Donovan Clingan,0.5500926024575982,0.5213032581453634,208,399,-0.02878934431223481,-0.028789344312234788
Saddiq Bey,0.478546882878803,0.44908180300500833,269,599,-0.02946507987379458,-0.029465079873794653
Anthony Davis,0.5355646381494552,0.5059880239520959,169,334,-0.029576614197359442,-0.029576614197359352
Jerami Grant,0.46475067344187404,0.4349680170575693,204,469,-0.029782656384304773,-0.029782656384304718
Collin Murray-Boyles,0.5806871164711945,0.55078125,141,256,-0.029905866471194482,-0.02990586647119453
Evan Mobley,0.5426652499914104,0.5123239436619719,291,568,-0.030341306329438586,-0.030341306329438544
Bam Adebayo,0.47301448484656927,0.442572741194487,289,653,-0.03044174365208225,-0.030441743652082298
Gradey Dick,0.45437589875760054,0.4234875444839858,119,281,-0.030888354273614797,-0.03088835427361475
Isaac Okoro,0.498143631432842,0.46710526315789475,142,304,-0.03103836827494728,-0.03103836827494727
Dyson Daniels,0.5270572441302919,0.49523809523809526,260,525,-0.03181914889219668,-0.031819148892196614
Tyrese Martin,0.42404991440683254,0.39215686274509803,100,255,-0.031893051661734485,-0.031893051661734506
Ace Bailey,0.47999301235158476,0.44776119402985076,210,469,-0.03223181832173402,-0.032231818321733996
Anthony Black,0.49011503369668385,0.45746388443017655,285,623,-0.03265114926650729,-0.03265114926650731
Jarace Walker,0.43650329332306814,0.4035476718403548,182,451,-0.03295562148271334,-0.03295562148271336
Zaccharie Risacher,0.4855607096532664,0.45251396648044695,162,358,-0.03304674317281954,-0.03304674317281947
Jordan Goodwin,0.441494485646266,0.4075,163,400,-0.033994485646265955,-0.033994485646266004
Precious Achiuwa,0.5344600769727893,0.5,136,272,-0.03446007697278939,-0.0344600769727893
Ziaire Williams,0.4439077753032522,0.4090909090909091,108,264,-0.03481686621234312,-0.03481686621234309
Kel'el Ware,0.5708532386020481,0.5317073170731708,218,410,-0.039145921528877296,-0.0391459215288773
Karl-Anthony Towns,0.5060113267463946,0.4651851851851852,314,675,-0.0408261415612094,-0.040826141561209395
Nique Clifford,0.44354072735539385,0.40217391304347827,111,276,-0.04136681431191559,-0.04136681431191558
VJ Edgecombe,0.469953510712312,0.4274193548387097,265,620,-0.04253415587360233,-0.04253415587360232
Dru Smith,0.45216759166613973,0.40892193308550184,110,269,-0.04324565858063784,-0.04324565858063789
Aaron Nesmith,0.43100028643645405,0.38764044943820225,138,356,-0.04335983699825182,-0.0433598369982518
Derik Queen,0.5337596557174157,0.490234375,251,512,-0.04352528071741565,-0.04352528071741568
Cason Wallace,0.461401728560133,0.41739130434782606,144,345,-0.04401042421230692,-0.04401042421230694
Jared McCain,0.42946405853641023,0.3852813852813853,89,231,-0.044182673255024965,-0.04418267325502495
Ben Sheppard,0.43131544302952324,0.3869565217391304,89,230,-0.04435892129039279,-0.044358921290392817
OG Anunoby,0.5239668154879001,0.4789579158316633,239,499,-0.04500889965623685,-0.045008899656236834
P.J. Washington,0.4933084532387644,0.44724770642201833,195,436,-0.046060746816746025,-0.046060746816746045
Stephon Castle,0.5010262786343472,0.45454545454545453,230,506,-0.04648082408889268,-0.0464808240888927
Sidy Cissoko,0.4611774066882894,0.41365461847389556,103,249,-0.047522788214393784,-0.04752278821439382
Jordan Poole,0.4176537068147911,0.3698224852071006,125,338,-0.047831221607690474,-0.04783122160769049
Josh Okogie,0.49268604966039725,0.4444444444444444,96,216,-0.04824160521595283,-0.04824160521595283
Dylan Harper,0.5024925877899594,0.45382585751978893,172,379,-0.04866673027017044,-0.04866673027017049
Noah Clowney,0.43287801252046126,0.38377192982456143,175,456,-0.04910608269589991,-0.04910608269589983
Amen Thompson,0.5514840103323301,0.5022026431718062,342,681,-0.04928136716052395,-0.04928136716052389
Ja Morant,0.4620952589570222,0.40993788819875776,132,322,-0.05215737075826439,-0.05215737075826443
Tre Mann,0.4157329421816419,0.3628691983122363,86,237,-0.05286374386940567,-0.05286374386940562
Jeremiah Fears,0.4815468974227719,0.4281150159744409,268,626,-0.053431881448331005,-0.053431881448331
Jamal Shead,0.4256078274146398,0.36950146627565983,126,341,-0.05610636113897996,-0.05610636113897999
Cody Williams,0.5328158652028177,0.47549019607843135,97,204,-0.057325669124386254,-0.0573256691243863
Ausar Thompson,0.5723544783334034,0.5127551020408163,201,392,-0.059599376292587,-0.05959937629258705
Vince Williams Jr.,0.4200852512629049,0.3522727272727273,93,264,-0.06781252399017762,-0.06781252399017762
Patrick Williams,0.4450951034698758,0.3745928338762215,115,307,-0.07050226959365435,-0.0705022695936543
Herbert Jones,0.466271044753715,0.3946360153256705,103,261,-0.07163502942804449,-0.0716350294280445
Ryan Dunn,0.5131997003793919,0.44129554655870445,109,247,-0.07190415382068736,-0.07190415382068743
Andre Drummond,0.571514127278603,0.4975845410628019,103,207,-0.0739295862158011,-0.07392958621580104
Nikola Jović,0.4420565725859059,0.3673469387755102,108,294,-0.07470963381039573,-0.07470963381039569
Danny Wolf,0.46882782623517,0.3916349809885932,103,263,-0.07719284524657687,-0.07719284524657682
Sion James,0.45723713317601344,0.37448559670781895,91,243,-0.08275153646819451,-0.0827515364681945
Ronald Holland II,0.4981297436713074,0.4131054131054131,145,351,-0.0850243305658943,-0.08502433056589431
Mouhamed Gueye,0.5233966699308688,0.4377880184331797,95,217,-0.08560865149768897,-0.08560865149768904
Nae'Qwan Tomlin,0.5701822005775821,0.4798206278026906,107,223,-0.09036157277489153,-0.09036157277489149
Yves Missi,0.6342515358759087,0.5314009661835749,110,207,-0.10285056969233386,-0.10285056969233375
Micah Peavy,0.4954314595695664,0.38181818181818183,84,220,-0.1136132777513846,-0.11361327775138458
Bilal Coulibaly,0.5164913480949135,0.391304347826087,99,253,-0.1251870002688265,-0.1251870002688265
