player,PLAYER_ID,role,cluster_id,cluster_confidence,archetype,avg_distance,avg_xFG,avg_sdi,actual_fg_pct,pullup_rate,usage_pct,attempts_per_game,total_attempts,games_played,pct_rim,pct_midrange,pct_3pt,pct_corner_3,distance_std,distance_iqr,distance_entropy,layup_rate,dunk_rate,hook_rate,floater_rate
Luke Kennard,1628379,Guard,Guard-2,1.0,Guard – Perimeter-Focused (Low Usage),18.233333333333334,0.41429879414309223,0.5037542105619591,0.5375,0.8375,0.12480363893305067,5.333333333333333,240,45,0.275,0.10416666666666667,0.6208333333333333,0.22916666666666669,8.937938819922357,14.0,1.4195081656700306,0.15416666666666667,0.0,0.004166666666666667,0.025
John Collins,1628381,Wing,Wing-1,0.9999999972476915,Wing – Paint-Dominant,11.199095022624434,0.5216093767135895,0.40177226989739456,0.5610859728506787,0.49547511312217196,0.18060467031199748,9.404255319148936,442,47,0.576923076923077,0.06787330316742081,0.3552036199095022,0.23755656108597284,9.931109603396242,21.0,1.5060479840417638,0.2895927601809955,0.13800904977375567,0.07692307692307693,0.024886877828054297
OG Anunoby,1628384,Wing,Wing-1,0.999208136142198,Wing – Paint-Dominant,13.02805611222445,0.5239668154879001,0.42584382138252036,0.4789579158316633,0.5751503006012024,0.19749961203552027,12.170731707317072,499,41,0.4849699398797595,0.05410821643286573,0.46092184368737477,0.24649298597194386,10.922656826866236,23.0,1.4639745742384167,0.23246492985971945,0.18236472945891782,0.01002004008016032,0.02404809619238477
Jarrett Allen,1628386,Big,Big-0,1.0,Big – Paint-Dominant (Low Usage),4.533149171270718,0.6011299858248266,0.29358616954727507,0.6049723756906077,0.23756906077348067,0.18345609545538633,9.05,362,40,0.919889502762431,0.055248618784530384,0.024861878453038673,0.013812154696132596,5.141785318372867,5.0,1.1067814479186948,0.3397790055248619,0.2541436464088398,0.16298342541436464,0.1464088397790055
Bam Adebayo,1628389,Wing,Wing-1,0.9999668242699464,Wing – Paint-Dominant,12.740625,0.4745579042379407,0.4146058109572365,0.44375,0.6703125,0.23582597105400893,14.545454545454545,640,44,0.5421875,0.1375,0.3203125,0.12031249999999999,9.268634214567044,19.0,1.5948345674797895,0.1640625,0.0734375,0.084375,0.0953125
Kyle Kuzma,1628398,Wing,Wing-1,0.99999999997449,Wing – Paint-Dominant,10.542372881355933,0.490504095971234,0.408529841348213,0.4915254237288136,0.4788135593220339,0.20747967329732583,10.042553191489361,472,47,0.6292372881355932,0.07627118644067797,0.2944915254237288,0.09957627118644068,10.097103128986783,21.0,1.5070037707700223,0.4025423728813559,0.048728813559322036,0.0614406779661017,0.08898305084745763
Derrick White,1628401,Guard,Guard-1,1.0,Guard – Perimeter-Focused,18.904382470119522,0.40243236047041003,0.5127323704229366,0.3904382470119522,0.8618857901726428,0.22964052554105666,15.36734693877551,753,49,0.2775564409030544,0.14741035856573706,0.5750332005312084,0.0650730411686587,9.26509087704514,15.0,1.4686253078766185,0.12350597609561753,0.01195219123505976,0.0,0.1301460823373174
Josh Hart,1628404,Wing,Wing-1,0.5881359503807075,Wing – Paint-Dominant,13.446629213483146,0.4668530981851354,0.4489276223226752,0.5056179775280899,0.6544943820224719,0.16231837367920832,9.128205128205128,356,39,0.48595505617977525,0.08426966292134831,0.4297752808988764,0.12921348314606743,10.51651765250121,23.0,1.5186101700873658,0.3146067415730337,0.025280898876404494,0.0,0.06741573033707865
Dillon Brooks,1628415,Wing,Wing-0,0.9999999854324767,Wing – Shot Creator (Mixed),16.03391959798995,0.4225315217791288,0.5035845361826954,0.4396984924623116,0.8379396984924623,0.2790322385348872,17.304347826086957,796,46,0.3743718592964824,0.23241206030150754,0.39321608040201006,0.06658291457286432,8.914978151125034,16.0,1.5670533126228103,0.14949748743718594,0.00628140703517588,0.002512562814070352,0.06532663316582915
Grayson Allen,1628960,Guard,Guard-4,1.0,Guard – Perimeter-Focused,19.367303609341825,0.4022791293804781,0.5092710756958643,0.4182590233545648,0.7855626326963907,0.2230914039393367,13.457142857142857,471,35,0.3078556263269639,0.01910828025477707,0.673036093418259,0.09129511677282379,10.335176091468771,19.0,1.3721753600119597,0.1932059447983015,0.012738853503184714,0.004246284501061571,0.07430997876857749
Marvin Bagley III,1628963,Big,Big-0,1.0,Big – Paint-Dominant (Low Usage),4.353658536585366,0.6104598361342215,0.2943558447250476,0.6260162601626016,0.18292682926829268,0.18158466767027048,6.648648648648648,246,37,0.9105691056910569,0.012195121951219513,0.07723577235772357,0.016260162601626018,6.456836815540457,4.0,0.976580368420312,0.4959349593495935,0.23577235772357724,0.08536585365853659,0.08130081300813008
