model,train_seasons,eval_season,season_type,accuracy,auc_roc,log_loss,brier_score,n_train,n_eval,updated_at
xFG (Logistic Regression),2020-21 to 2024-25,2025-26,regular,0.6274021077464245,0.6493634654047412,0.6462069453354707,0.2279656493515787,1063152,142427,2026-02-10T09:24:18
